iteration,name,n_apps,bef_size,bef_class,bef_cost,aft_size,aft_class,aft_cost,diff_cost
0,ruler_121636_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121637_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_121640_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_121643_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_121644_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121645_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121646_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_121647_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121648_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121649_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121650_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121653_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121654_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121655_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_121656_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121657_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121658_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_121663_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121664_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121665_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121666_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121667_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_121668_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_121670_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_121671_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121672_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121673_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121674_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121675_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_121676_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121677_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121678_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121679_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121680_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_121682_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124467_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124468_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124469_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124470_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124471_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124472_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124473_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124474_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124475_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124476_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124477_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124478_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124479_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124480_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124481_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124482_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124483_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124484_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124485_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124486_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124487_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124488_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124489_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124490_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124491_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_124492_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129354_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129355_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129356_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129357_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129358_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129359_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129360_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129361_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129362_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129363_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129364_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129365_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129366_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129367_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129368_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129369_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129370_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129371_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129372_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129373_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129374_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129375_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129376_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129377_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129378_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129379_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129380_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129381_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129382_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129383_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129384_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129385_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_129386_lr-rev,0,316,171,602.76,316,171,602.76,0
